id_votacao,id_parlamentar,voto
6264,5967,Não
6264,5529,Não
6264,6295,Não
6264,5936,Não
6264,5990,Não
6264,5973,P-NRV
6264,739,Não
6264,475,Não
6264,5537,Não
6264,3830,Presidente (art. 51 RISF)
6264,5996,Não
6264,4994,P-NRV
6264,5976,Sim
6264,3777,P-NRV
6264,5718,NCom
6264,5531,P-NRV
6264,22,Sim
6264,5953,Sim
6264,5540,Não
6264,4525,Não
6264,345,Sim
6264,5894,Não
6264,5008,Sim
6264,5385,Não
6264,4770,Não
6264,35,P-NRV
6264,581,Sim
6264,4545,Sim
6264,4531,Não
6264,5627,Sim
6264,5895,Não
6264,5350,Não
6264,3361,LS
6264,90,Sim
6264,1249,Não
6264,5533,Sim
6264,5979,Sim
6264,5926,Não
6264,1186,Não
6264,5585,P-NRV
6264,5557,P-NRV
6264,5666,P-NRV
6264,5376,Sim
6264,742,Não
6264,285,AP
6264,5942,AP
6264,5422,Não
6264,1023,P-NRV
6264,6027,Não
6264,5985,P-NRV
6264,63,AP
6264,5525,P-NRV
6264,5924,Sim
6264,5523,Não
6264,825,Sim
6264,374,Sim
6264,5502,P-NRV
6264,5012,Sim
6264,5236,Sim
6264,70,P-NRV
6264,677,Não
6264,5905,Não
6264,5732,Não
6264,5352,Sim
6264,5322,P-NRV
6264,2331,Não
6264,4560,P-NRV
6264,5527,P-NRV
6264,5988,Não
6264,5959,Sim
6264,3396,Não
6264,5535,NCom
6264,5899,Não
6264,1173,Não
6264,5411,Não
6264,5783,Sim
6264,3806,Não
6272,4981,Sim
6272,5982,Sim
6272,945,Sim
6272,5967,Sim
6272,5529,Sim
6272,6295,Sim
6272,5936,Sim
6272,5990,Sim
6272,5973,Sim
6272,739,Sim
6272,475,Sim
6272,5998,Sim
6272,5537,Sim
6272,3830,Sim
6272,4994,Sim
6272,5976,Sim
6272,3777,Sim
6272,5718,Sim
6272,5531,Sim
6272,22,Sim
6272,5953,Sim
6272,5540,Sim
6272,4525,P-NRV
6272,345,Sim
6272,5894,P-NRV
6272,5008,P-NRV
6272,5385,Sim
6272,4770,P-NRV
6272,35,AP
6272,581,Sim
6272,4545,Sim
6272,4531,Sim
6272,5627,Sim
6272,5895,Sim
6272,5350,Sim
6272,90,Sim
6272,1249,Sim
6272,5533,Sim
6272,5979,Sim
6272,5926,Sim
6272,1186,Sim
6272,5585,Sim
6272,5557,AP
6272,5666,P-NRV
6272,5376,Sim
6272,742,Sim
6272,285,Sim
6272,5942,Sim
6272,5422,Sim
6272,1023,Sim
6272,6027,Sim
6272,5985,Sim
6272,5281,Sim
6272,5525,Sim
6272,5924,Sim
6272,5523,Sim
6272,825,Sim
6272,374,Sim
6272,5502,Sim
6272,5012,Sim
6272,5236,Sim
6272,70,Sim
6272,677,Sim
6272,5905,Sim
6272,5732,Presidente (art. 51 RISF)
6272,5352,Sim
6272,5322,Sim
6272,2331,Sim
6272,4560,Sim
6272,5527,Sim
6272,5988,Sim
6272,5959,Sim
6272,3396,Sim
6272,5535,Sim
6272,5899,Sim
6272,5748,AP
6272,1173,Sim
6272,5411,Sim
6272,5783,Sim
6272,3806,Sim
6273,4981,Sim
6273,5982,Sim
6273,945,P-NRV
6273,5967,Sim
6273,5529,Sim
6273,6295,Sim
6273,5936,Sim
6273,5990,Sim
6273,5973,Sim
6273,739,Sim
6273,475,Sim
6273,5998,Sim
6273,5537,P-NRV
6273,3830,Sim
6273,4994,Sim
6273,5976,Sim
6273,3777,Sim
6273,5718,Sim
6273,5531,Sim
6273,22,Sim
6273,5953,Sim
6273,5540,Sim
6273,4525,Sim
6273,345,Sim
6273,5894,Sim
6273,5008,Sim
6273,5385,AP
6273,4770,Sim
6273,35,AP
6273,581,Sim
6273,4545,Sim
6273,4531,Sim
6273,5627,Sim
6273,5895,Sim
6273,5350,Sim
6273,90,Sim
6273,1249,Sim
6273,5533,Sim
6273,5979,Sim
6273,5926,P-NRV
6273,1186,P-NRV
6273,5585,Sim
6273,5557,AP
6273,5666,Sim
6273,5376,Sim
6273,742,Sim
6273,285,Sim
6273,5942,Sim
6273,5422,Sim
6273,1023,P-NRV
6273,6027,Sim
6273,5985,Sim
6273,5281,Sim
6273,5525,Sim
6273,5924,P-NRV
6273,5523,P-NRV
6273,825,Sim
6273,374,Sim
6273,5502,Sim
6273,5012,Sim
6273,5236,Sim
6273,70,Sim
6273,677,Sim
6273,5905,Sim
6273,5732,Presidente (art. 51 RISF)
6273,5352,Sim
6273,5322,Sim
6273,2331,Sim
6273,4560,P-NRV
6273,5527,Sim
6273,5988,Sim
6273,5959,Sim
6273,3396,Sim
6273,5535,Sim
6273,5899,Sim
6273,5748,AP
6273,1173,P-NRV
6273,5411,Sim
6273,5783,Sim
6273,3806,Sim
6274,4981,Sim
6274,5982,Sim
6274,945,Sim
6274,5967,Sim
6274,5529,Sim
6274,6295,Sim
6274,5936,Sim
6274,5990,Sim
6274,5973,Sim
6274,739,Sim
6274,475,Sim
6274,5998,Sim
6274,5537,Sim
6274,3830,Sim
6274,4994,Sim
6274,5976,Sim
6274,3777,Sim
6274,5718,Sim
6274,5531,Sim
6274,22,Sim
6274,5953,Sim
6274,5540,Sim
6274,4525,P-NRV
6274,345,Sim
6274,5894,P-NRV
6274,5008,P-NRV
6274,5385,AP
6274,4770,Sim
6274,35,AP
6274,581,Sim
6274,4545,Sim
6274,4531,Sim
6274,5627,Sim
6274,5895,Sim
6274,5350,Sim
6274,90,Sim
6274,1249,Sim
6274,5533,Sim
6274,5979,Sim
6274,5926,Sim
6274,1186,Sim
6274,5585,Sim
6274,5557,AP
6274,5666,P-NRV
6274,5376,Sim
6274,742,Sim
6274,285,Sim
6274,5942,Sim
6274,5422,Sim
6274,1023,Sim
6274,6027,Sim
6274,5985,Sim
6274,5281,Sim
6274,5525,Sim
6274,5924,Sim
6274,5523,Sim
6274,825,Sim
6274,374,Sim
6274,5502,Sim
6274,5012,Sim
6274,5236,Sim
6274,70,Sim
6274,677,Sim
6274,5905,Sim
6274,5732,Presidente (art. 51 RISF)
6274,5352,Sim
6274,5322,Sim
6274,2331,Sim
6274,4560,Sim
6274,5527,Sim
6274,5988,Sim
6274,5959,Sim
6274,3396,Sim
6274,5535,Sim
6274,5899,Sim
6274,5748,AP
6274,1173,Sim
6274,5411,Sim
6274,5783,Sim
6274,3806,Sim
6275,4981,Sim
6275,5982,Sim
6275,945,P-NRV
6275,5967,Sim
6275,5529,Sim
6275,6295,Sim
6275,5936,Sim
6275,5990,Sim
6275,5973,Sim
6275,739,Sim
6275,475,Sim
6275,5998,Sim
6275,5537,P-NRV
6275,3830,Sim
6275,4994,Sim
6275,5976,Sim
6275,3777,Sim
6275,5718,Sim
6275,5531,Sim
6275,22,Sim
6275,5953,Sim
6275,5540,Sim
6275,4525,Sim
6275,345,Sim
6275,5894,Sim
6275,5008,Sim
6275,5385,AP
6275,4770,Sim
6275,35,AP
6275,581,Sim
6275,4545,Sim
6275,4531,Sim
6275,5627,Sim
6275,5895,Sim
6275,5350,Sim
6275,90,Sim
6275,1249,Sim
6275,5533,Sim
6275,5979,Sim
6275,5926,P-NRV
6275,1186,P-NRV
6275,5585,Sim
6275,5557,AP
6275,5666,Sim
6275,5376,Sim
6275,742,Sim
6275,285,Sim
6275,5942,Sim
6275,5422,Sim
6275,1023,P-NRV
6275,6027,Sim
6275,5985,Sim
6275,5281,Sim
6275,5525,Sim
6275,5924,P-NRV
6275,5523,P-NRV
6275,825,Sim
6275,374,Sim
6275,5502,Sim
6275,5012,Sim
6275,5236,Sim
6275,70,Sim
6275,677,Sim
6275,5905,Sim
6275,5732,Presidente (art. 51 RISF)
6275,5352,Sim
6275,5322,Sim
6275,2331,Sim
6275,4560,P-NRV
6275,5527,Sim
6275,5988,Sim
6275,5959,Sim
6275,3396,Sim
6275,5535,Sim
6275,5899,Sim
6275,5748,AP
6275,1173,P-NRV
6275,5411,Sim
6275,5783,Sim
6275,3806,Sim
6305,4981,Não
6305,5982,Sim
6305,945,Não
6305,5967,Não
6305,5529,Não
6305,6295,Não
6305,5936,Sim
6305,5990,Não
6305,470,Não
6305,5973,AP
6305,739,Não
6305,475,Não
6305,5998,Não
6305,5537,Não
6305,3830,Não
6305,4994,Não
6305,5976,Não
6305,3777,Não
6305,5718,Sim
6305,5531,Não
6305,22,Não
6305,5953,Sim
6305,5540,Não
6305,4525,Não
6305,345,Sim
6305,5894,Não
6305,6008,P-NRV
6305,5008,Sim
6305,5385,Sim
6305,4770,Sim
6305,35,Não
6305,581,Sim
6305,4545,Não
6305,4531,Não
6305,5627,Sim
6305,5895,Não
6305,5350,Não
6305,90,Sim
6305,1249,Não
6305,5533,Não
6305,5979,Sim
6305,5926,Sim
6305,1186,P-NRV
6305,5585,Não
6305,5557,Não
6305,5376,Sim
6305,742,Não
6305,285,Não
6305,5942,Não
6305,5422,Não
6305,1023,P-NRV
6305,6027,Não
6305,5985,Não
6305,5281,Não
6305,5525,Não
6305,5924,Não
6305,5523,Não
6305,825,Sim
6305,374,Sim
6305,5502,Sim
6305,5012,Sim
6305,5236,Não
6305,70,P-NRV
6305,677,P-NRV
6305,5905,Sim
6305,5732,Presidente (art. 51 RISF)
6305,5352,Sim
6305,5322,Sim
6305,2331,Não
6305,4560,P-NRV
6305,5527,Sim
6305,5988,LS
6305,5959,Não
6305,3396,Sim
6305,5535,AP
6305,5899,Não
6305,5748,Não
6305,1173,Não
6305,5411,Sim
6305,5783,Sim
6305,3806,Não
6309,4981,Sim
6309,5982,Sim
6309,945,Sim
6309,5967,Sim
6309,5529,Sim
6309,6295,Sim
6309,5936,Sim
6309,5990,Sim
6309,470,Sim
6309,5973,Sim
6309,739,Sim
6309,475,Sim
6309,5998,Sim
6309,5537,Sim
6309,3830,Sim
6309,4994,Sim
6309,5976,Sim
6309,3777,Sim
6309,5718,NCom
6309,5531,Sim
6309,22,Sim
6309,5953,Sim
6309,5540,Sim
6309,4525,Sim
6309,345,Sim
6309,5894,Sim
6309,6008,Sim
6309,5008,Sim
6309,5385,Sim
6309,4770,Sim
6309,35,Sim
6309,581,Sim
6309,4545,Sim
6309,4531,Sim
6309,5627,Sim
6309,5895,Sim
6309,5350,Sim
6309,90,Sim
6309,1249,Sim
6309,5533,Sim
6309,5979,Sim
6309,5926,Sim
6309,1186,Sim
6309,5585,AP
6309,5557,AP
6309,5376,Sim
6309,742,Sim
6309,285,Sim
6309,5942,Sim
6309,5422,Sim
6309,1023,Sim
6309,6027,Sim
6309,5985,Sim
6309,5281,Sim
6309,5525,Sim
6309,5924,Sim
6309,5523,Sim
6309,825,Sim
6309,374,Sim
6309,5502,Sim
6309,5012,Sim
6309,5236,Sim
6309,70,Sim
6309,677,Sim
6309,5905,Sim
6309,5732,Presidente (art. 51 RISF)
6309,5352,Sim
6309,5322,Sim
6309,2331,Sim
6309,4560,Sim
6309,5527,Sim
6309,5988,Sim
6309,5959,Sim
6309,3396,Sim
6309,5535,Sim
6309,5899,Sim
6309,5748,Sim
6309,1173,AP
6309,5411,Sim
6309,5783,Sim
6309,3806,Sim
6386,4981,Sim
6386,5982,Sim
6386,945,Não
6386,5967,Sim
6386,5529,Sim
6386,6295,Sim
6386,5936,Sim
6386,5990,Não
6386,470,Sim
6386,5973,AP
6386,475,Sim
6386,5998,AP
6386,5537,Sim
6386,3830,Sim
6386,4994,Sim
6386,5976,Não
6386,3777,Não
6386,5898,Não
6386,5718,Sim
6386,5531,Sim
6386,22,Sim
6386,5953,Sim
6386,5540,AP
6386,4525,Sim
6386,345,Sim
6386,5894,Não
6386,6008,Sim
6386,5008,Sim
6386,5385,Sim
6386,4770,Sim
6386,35,AP
6386,581,Sim
6386,4545,Sim
6386,4531,Sim
6386,5627,Sim
6386,5895,Sim
6386,5350,Não
6386,878,Sim
6386,1249,AP
6386,5533,Sim
6386,5979,Sim
6386,5926,Sim
6386,1186,Não
6386,5585,Sim
6386,5557,Sim
6386,5376,Sim
6386,742,Sim
6386,285,Não
6386,5942,LS
6386,5422,Sim
6386,1023,Sim
6386,6027,Sim
6386,5985,Sim
6386,5281,Sim
6386,5525,Sim
6386,5924,Não
6386,5523,Sim
6386,825,Sim
6386,374,Sim
6386,5502,Sim
6386,5012,Sim
6386,5236,Sim
6386,70,Sim
6386,677,Sim
6386,5905,Sim
6386,5732,Presidente (art. 51 RISF)
6386,5352,Sim
6386,5322,Sim
6386,2331,Sim
6386,4560,Sim
6386,5527,Sim
6386,5988,Sim
6386,5959,Não
6386,3396,Sim
6386,5535,Não
6386,5899,Sim
6386,5748,Sim
6386,1173,Sim
6386,5411,Sim
6386,5783,Sim
6386,3806,Não
6387,4981,Sim
6387,5982,Sim
6387,945,Sim
6387,5967,Sim
6387,5529,Sim
6387,6295,Sim
6387,5936,Sim
6387,5990,Sim
6387,470,Sim
6387,5973,Sim
6387,475,AP
6387,5998,AP
6387,5537,AP
6387,3830,Sim
6387,4994,Sim
6387,5976,Sim
6387,3777,Sim
6387,5898,Sim
6387,5718,Sim
6387,5531,Sim
6387,22,Sim
6387,5953,Sim
6387,5540,Sim
6387,4525,Sim
6387,345,Sim
6387,5894,Sim
6387,6008,Sim
6387,5008,Sim
6387,5385,AP
6387,4770,Sim
6387,35,AP
6387,581,Sim
6387,4545,Sim
6387,4531,Sim
6387,5627,Sim
6387,5895,Sim
6387,5350,Sim
6387,878,Sim
6387,1249,Sim
6387,5533,Sim
6387,5979,Sim
6387,5926,Sim
6387,1186,Sim
6387,5585,Sim
6387,5557,Sim
6387,5376,Sim
6387,742,Sim
6387,285,AP
6387,5942,LS
6387,5422,Sim
6387,1023,Sim
6387,6027,Sim
6387,5985,Sim
6387,5281,Sim
6387,5525,Sim
6387,5924,Sim
6387,5523,Sim
6387,825,Sim
6387,374,Sim
6387,5502,Sim
6387,5012,Sim
6387,5236,Sim
6387,70,AP
6387,677,Sim
6387,5905,Sim
6387,5732,Presidente (art. 51 RISF)
6387,5352,Sim
6387,5322,Sim
6387,2331,Sim
6387,4560,Sim
6387,5527,Sim
6387,5988,Sim
6387,5959,Sim
6387,3396,Sim
6387,5535,Sim
6387,5899,Sim
6387,5748,Sim
6387,1173,Sim
6387,5411,Sim
6387,5783,Sim
6387,3806,AP
6396,4981,Sim
6396,5982,Sim
6396,945,Sim
6396,5967,Sim
6396,5529,Sim
6396,6295,Sim
6396,5936,Sim
6396,5990,Sim
6396,470,Sim
6396,5973,Sim
6396,475,Sim
6396,5998,Sim
6396,5537,Sim
6396,3830,Sim
6396,4994,Sim
6396,5976,Sim
6396,3777,P-NRV
6396,5898,Sim
6396,5718,P-NRV
6396,5531,Sim
6396,22,Sim
6396,5953,Sim
6396,5540,Sim
6396,4525,Sim
6396,345,Sim
6396,5894,Sim
6396,6008,P-NRV
6396,5008,P-NRV
6396,5385,AP
6396,4770,Sim
6396,35,P-NRV
6396,581,P-NRV
6396,4545,LS
6396,4531,Sim
6396,5627,Sim
6396,5895,Sim
6396,5350,Sim
6396,878,P-NRV
6396,1249,P-NRV
6396,5533,P-NRV
6396,5979,Sim
6396,5926,Sim
6396,1186,Sim
6396,5585,Sim
6396,5557,AP
6396,5376,Sim
6396,742,Sim
6396,285,Sim
6396,5942,Sim
6396,5422,Sim
6396,1023,AP
6396,6027,Sim
6396,5985,Sim
6396,5281,P-NRV
6396,5525,Sim
6396,5924,Sim
6396,5523,P-NRV
6396,825,Sim
6396,374,Sim
6396,5502,Sim
6396,5012,P-NRV
6396,5236,Sim
6396,70,Sim
6396,677,Sim
6396,5905,Sim
6396,5732,Presidente (art. 51 RISF)
6396,5352,P-NRV
6396,5322,Sim
6396,2331,Sim
6396,4560,P-NRV
6396,5527,Sim
6396,5988,Sim
6396,5959,Sim
6396,3396,P-NRV
6396,5535,Sim
6396,5899,Sim
6396,5748,Sim
6396,1173,Sim
6396,5411,P-NRV
6396,5783,Sim
6396,3806,Sim
6397,4981,Sim
6397,5982,Sim
6397,945,Sim
6397,5967,Sim
6397,5529,Sim
6397,6295,Sim
6397,5936,Sim
6397,5990,Sim
6397,470,Sim
6397,5973,Sim
6397,475,Sim
6397,5998,Sim
6397,5537,Sim
6397,3830,Sim
6397,4994,Sim
6397,5976,Sim
6397,3777,AP
6397,5898,Sim
6397,5718,Sim
6397,5531,Sim
6397,22,Sim
6397,5953,Sim
6397,5540,Sim
6397,4525,Sim
6397,345,Sim
6397,5894,Sim
6397,6008,Sim
6397,5008,Sim
6397,5385,AP
6397,4770,Sim
6397,35,AP
6397,581,Sim
6397,4545,LS
6397,4531,Sim
6397,5627,Sim
6397,5895,Sim
6397,5350,Sim
6397,878,Sim
6397,1249,Sim
6397,5533,Sim
6397,5979,Sim
6397,5926,Sim
6397,1186,Sim
6397,5585,Sim
6397,5557,Sim
6397,5376,Sim
6397,742,Sim
6397,285,AP
6397,5942,Sim
6397,5422,Sim
6397,1023,Sim
6397,6027,Sim
6397,5985,Abstenção
6397,5281,AP
6397,5525,Sim
6397,5924,Não
6397,5523,Sim
6397,825,Sim
6397,374,Sim
6397,5502,Sim
6397,5012,Sim
6397,5236,Sim
6397,70,Sim
6397,677,AP
6397,5905,Sim
6397,5732,Presidente (art. 51 RISF)
6397,5352,Sim
6397,5322,Sim
6397,2331,AP
6397,4560,Sim
6397,5527,Sim
6397,5988,Sim
6397,5959,Não
6397,3396,Sim
6397,5535,Não
6397,5899,Sim
6397,5748,Sim
6397,1173,Sim
6397,5411,Sim
6397,5783,Sim
6397,3806,Sim
6401,4981,Sim
6401,5982,Não
6401,945,Não
6401,5967,Sim
6401,5529,Sim
6401,6295,Sim
6401,5936,Sim
6401,5990,Sim
6401,470,Sim
6401,5973,P-NRV
6401,475,Sim
6401,5998,Sim
6401,5537,Sim
6401,3830,Sim
6401,4994,AP
6401,5976,Não
6401,3777,Sim
6401,5898,Sim
6401,5718,Não
6401,5531,Sim
6401,22,Sim
6401,5953,Não
6401,5540,Sim
6401,4525,Não
6401,345,Não
6401,5894,Sim
6401,6008,Sim
6401,5008,Sim
6401,5385,Sim
6401,4770,Não
6401,35,AP
6401,581,Sim
6401,4545,LS
6401,4531,Sim
6401,5627,Sim
6401,5895,Não
6401,5350,Não
6401,878,Não
6401,1249,Sim
6401,5533,Não
6401,5979,Não
6401,5926,Sim
6401,1186,Sim
6401,5585,Sim
6401,5557,Sim
6401,5376,Não
6401,742,Sim
6401,285,Não
6401,5942,Não
6401,5422,Sim
6401,1023,AP
6401,6027,Sim
6401,5985,Sim
6401,5281,Sim
6401,5525,Sim
6401,5924,Não
6401,5523,Sim
6401,825,Sim
6401,374,Sim
6401,5502,Sim
6401,5012,Não
6401,5236,Não
6401,70,AP
6401,677,Sim
6401,5905,Não
6401,5732,Presidente (art. 51 RISF)
6401,5352,Sim
6401,5322,Sim
6401,2331,Sim
6401,4560,Sim
6401,5527,Sim
6401,5988,Não
6401,5959,Não
6401,3396,Sim
6401,5535,Não
6401,5899,Sim
6401,5748,Sim
6401,1173,P-NRV
6401,5411,Sim
6401,5783,Sim
6401,3806,Não
6402,4981,Não
6402,5982,Sim
6402,945,Sim
6402,5967,P-NRV
6402,5529,Não
6402,6295,Não
6402,5936,Não
6402,5990,Não
6402,470,Não
6402,5973,Não
6402,475,Não
6402,5998,Sim
6402,5537,Não
6402,3830,Não
6402,4994,AP
6402,5976,Sim
6402,3777,Não
6402,5898,Não
6402,5718,P-NRV
6402,5531,Não
6402,22,Não
6402,5953,Sim
6402,5540,P-NRV
6402,4525,P-NRV
6402,345,Sim
6402,5894,Não
6402,6008,Sim
6402,5008,Não
6402,5385,Não
6402,4770,Sim
6402,35,AP
6402,581,Não
6402,4545,LS
6402,4531,Não
6402,5627,P-NRV
6402,5895,Sim
6402,5350,Sim
6402,878,Sim
